web-scraper-order,web-scraper-start-url,firstLetters,firstLetters-href,testNames
"1522321688-1007","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surgical Sterilization"
"1522321830-1428","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dental Bonding"
"1522321852-1632","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Bridges"
"1522321830-1441","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dermabrasion"
"1522321852-1609","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Botox Injections (Botox Treatment)"
"1522321822-1348","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","EA (Endometrial Ablation)"
"1522321657-844","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","VBAC (C-Section (Cesarean Birth))"
"1522321715-1111","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","PSA (Prostate Specific Antigen)"
"1522321845-1538","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Corpus Callosotomy (Surgical Options for Epilepsy)"
"1522321715-1084","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Potassium (Electrolytes)"
"1522321845-1514","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Colitis Surgery (Ulcerative Colitis Surgery)"
"1522321678-907","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Toothpastes (Choosing a Toothpaste)"
"1522321845-1559","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CVS (Chorionic Villus Sampling)"
"1522321667-851","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Ultrasonography (Ultrasound)"
"1522321715-1078","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Plateletcytapheresis (Hemapheresis)"
"1522321715-1061","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Percutaneous Transluminal Coronary Angioplasty (Coronary Angioplasty)"
"1522321810-1337","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Flexible Sigmoidoscopy"
"1522321852-1592","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blood Transfusion"
"1522321725-1126","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","Oral Cholecystogram"
"1522321822-1369","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Electroretinography"
"1522321715-1081","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pneumococcal Vaccination"
"1522321845-1474","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Caring for a Continent Ileostomy"
"1522321860-1680","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Arthroscopy"
"1522321852-1625","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Breast Reduction"
"1522321688-969","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sonogram (Ultrasound)"
"1522321845-1479","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CBC (Complete Blood Count)"
"1522321699-1032","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","RT PCR (PCR (Polymerase Chain Reaction))"
"1522321688-949","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Self Breast Exam (Breast Self Exam)"
"1522321678-913","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","TPOAb Test (Thyroid Peroxidase Test)"
"1522321845-1516","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Colon Cancer Screening"
"1522321845-1487","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cesarean Birth (C-Section (Cesarean Birth))"
"1522321688-994","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sugar Test (Glucose Tolerance Test)"
"1522321845-1544","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cosmetic Surgery, Chemical Peel (Chemical Peel)"
"1522321860-1671","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Antithyroid Microsomal Antibody Test (Thyroid Peroxidase Test)"
"1522321742-1149","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Magnetic Resonance Imaging (MRI Scan)"
"1522321678-883","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Test, Quad Marker Screening (Quad Marker Screen Test)"
"1522321845-1553","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cryotherapy"
"1522321688-964","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Small Intestinal Endoscopy (Balloon Endoscopy)"
"1522321777-1248","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Ileostomy (Ulcerative Colitis Surgery)"
"1522321715-1087","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pregnancy Flu Shot Risks (Pregnancy Flu Shot Side Effects and Safety)"
"1522321688-984","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Stool Blood Test (Fecal Occult Blood Tests)"
"1522321852-1635","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Bypass Surgery, Heart (Coronary Artery Bypass Graft)"
"1522321715-1095","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Prenatal Care (Pregnancy: Prenatal Care and Tests)"
"1522321822-1384","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Enema, Barium (Barium Enema)"
"1522321767-1238","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","J","https://www.medicinenet.com/procedures_and_tests/alpha_j.htm","Jaw Implant (Chin, Cheek, and Jaw Implants)"
"1522321788-1302","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hormone Replacement Therapy (Hormone Therapy)"
"1522321845-1555","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CT Coronary Angiogram"
"1522321733-1147","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","N","https://www.medicinenet.com/procedures_and_tests/alpha_n.htm","Nursing (Breastfeeding)"
"1522321759-1235","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","K","https://www.medicinenet.com/procedures_and_tests/alpha_k.htm","Kidney Function (Creatinine Blood Test)"
"1522321657-845","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Ventilation Tube (Endotracheal Intubation)"
"1522321678-892","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Thecal Puncture (Lumbar Puncture)"
"1522321822-1408","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Estrogen Replacement (Hormone Therapy)"
"1522321810-1327","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Face Lift"
"1522321860-1641","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Abnormal Liver Enzymes (Liver Blood Tests)"
"1522321742-1156","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","MCHC (Complete Blood Count)"
"1522321749-1196","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","LASIK (LASIK Eye Surgery)"
"1522321777-1250","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Immunization, Flu (Flu Vaccination)"
"1522321678-868","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Taking Dental Medications"
"1522321657-841","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Valve, Replacement Heart (Heart Valve Disease Treatment)"
"1522321715-1083","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Post Mortem Examination (Autopsy)"
"1522321715-1038","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pap Smear"
"1522321845-1466","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CABG (Coronary Artery Bypass Graft)"
"1522321845-1463","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","C-Reactive Protein Test (CRP)"
"1522321667-866","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Uterine Ablation (Endometrial Ablation)"
"1522321678-875","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Test, Cholesterol (Cholesterol Test)"
"1522321822-1352","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Echo (Echocardiogram)"
"1522321688-955","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","SGPT Test (Liver Blood Tests)"
"1522321667-855","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Underpads for Incontinence (Urinary Incontinence Products for Men)"
"1522321860-1646","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Adenosine (Exercise Stress Test)"
"1522321788-1273","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hb (Hemoglobin)"
"1522321852-1567","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Balloon Enteroscopy (Balloon Endoscopy)"
"1522321699-1026","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Resection, Liver (Liver Resection)"
"1522321742-1160","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Mean Cell Volume (Complete Blood Count)"
"1522321678-915","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tracheostomy"
"1522321860-1683","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","AST Test (Liver Blood Tests)"
"1522321715-1046","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","PCI (Coronary Angioplasty)"
"1522321767-1244","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","J","https://www.medicinenet.com/procedures_and_tests/alpha_j.htm","Joint Tap (Joint Aspiration)"
"1522321822-1357","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","EGD (Endoscopy)"
"1522321688-999","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surgery for GERD (Fundoplication)"
"1522321715-1075","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Plastic Surgery, Collagen Injections (Collagen and Injectable Fillers)"
"1522321715-1094","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pregnancy: Quad Marker Screening Test (Quad Marker Screen Test)"
"1522321678-904","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tomography, Computerized Axial (CAT Scan)"
"1522321678-919","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Transfusion, Blood (Blood Transfusion)"
"1522321742-1153","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Marrow (Bone Marrow)"
"1522321715-1088","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pregnancy Flu Shot Side Effects (Pregnancy Flu Shot Side Effects and Safety)"
"1522321678-922","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Transplant, Heart (Heart Transplant)"
"1522321749-1225","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lymph Node Biopsy, Sentinel (Sentinel Lymph Node Biopsy)"
"1522321759-1229","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","K","https://www.medicinenet.com/procedures_and_tests/alpha_k.htm","Kegel Exercises for Women"
"1522321822-1409","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Estrogen Replacement Therapy (Hormone Therapy)"
"1522321860-1673","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Aortic Heart Valve Replacement (Heart Valve Disease Treatment)"
"1522321860-1651","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Allergy Shots"
"1522321688-977","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sterilization, Hysteroscopic (Surgical Sterilization)"
"1522321725-1129","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","OT for Arthritis (Arthritis Physical and Occupational Therapy)"
"1522321678-873","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","TENS (Transcutaneous Electrical Nerve Stimulation)"
"1522321715-1064","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","pH Monitoring, Esophageal (Esophageal pH Monitoring)"
"1522321715-1099","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Prenatal Ultrasound"
"1522321810-1332","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Ferritin Blood Test"
"1522321688-937","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Salpingo-Oophorectomy (Hysterectomy)"
"1522321800-1313","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Gallbladder x-ray (Oral Cholecystogram)"
"1522321699-1017","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Radionuclide Stress Test (Coronary Artery Disease Screening Tests (CAD))"
"1522321822-1350","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Ear, Cosmetic Surgery (Otoplasty)"
"1522321657-832","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vaccination, Pneumococcal (Pneumococcal Vaccination)"
"1522321715-1106","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Prophylactic Mastectomy (Preventive Mastectomy)"
"1522321845-1539","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cortisone Injection"
"1522321845-1500","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cholecystogram (Oral Cholecystogram)"
"1522321860-1667","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Anti-Reflux Surgery (Fundoplication)"
"1522321852-1591","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blood Test, Thyroid (Thyroid Blood Tests)"
"1522321830-1424","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Deep Brain Stimulation"
"1522321699-1012","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Rachiocentesis (Lumbar Puncture)"
"1522321725-1130","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","Otoacoustic Emission (Newborn Infant Hearing Screening)"
"1522321777-1260","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Insulin Pump For Diabetes Mellitus"
"1522321749-1194","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Laser Thermokeratoplasty (LTK Laser Eye Surgery)"
"1522321688-970","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Spermicides (Barrier Methods of Birth Control)"
"1522321788-1284","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Helicobacter Pylori Breath Test (Urea Breath Test)"
"1522321688-985","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Stool Test, Acid (Stool Acidity Test)"
"1522321688-957","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Silicone Joint Replacement (Joint Replacement Surgery Of The Hand)"
"1522321788-1288","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hemodialysis (Dialysis)"
"1522321845-1534","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Coronary Angioplasty"
"1522321860-1642","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Absorbent Products Incontinence (Urinary Incontinence Products for Men)"
"1522321845-1503","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Choosing a Toothbrush"
"1522321699-1018","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Radiotherapy (Radiation Therapy)"
"1522321860-1686","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Augmentation, Lip (Lip Augmentation)"
"1522321678-918","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Transection, Multiple Subpial (Multiple Subpial Transection)"
"1522321749-1210","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Liposuction"
"1522321800-1320","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Gastroscopy (Endoscopy)"
"1522321759-1233","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","K","https://www.medicinenet.com/procedures_and_tests/alpha_k.htm","Kidney Dialysis (Hemodialysis)"
"1522321860-1684","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Astigmatic Keratotomy  Eye Surgery"
"1522321845-1556","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CT Scan (CAT Scan)"
"1522321852-1575","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Bioelectric Therapy"
"1522321810-1338","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Flu Shot Pregnancy (Pregnancy Flu Shot Side Effects and Safety)"
"1522321667-848","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","UA (Urinalysis)"
"1522321678-878","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Test, Gastroesophageal Reflux Disease (Esophageal pH Monitoring)"
"1522321852-1611","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Botox Treatment"
"1522321742-1150","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Mammogram"
"1522321845-1480","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CEA (Carcinoembryonic Antigen)"
"1522321822-1355","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","ECT (Electroconvulsive Therapy)"
"1522321759-1232","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","K","https://www.medicinenet.com/procedures_and_tests/alpha_k.htm","Keratoplasty Eye Surgery (ALK)"
"1522321688-1003","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surgery, Lap Band (Lap Band Surgery (Gastric Banding))"
"1522321649-821","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","W","https://www.medicinenet.com/procedures_and_tests/alpha_w.htm","WBC (Complete Blood Count)"
"1522321845-1552","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CRP (C-Reactive Protein Test (CRP))"
"1522321678-898","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Thyroid Scan"
"1522321733-1146","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","N","https://www.medicinenet.com/procedures_and_tests/alpha_n.htm","Normal Labor and Delivery (Labor and Delivery)"
"1522321852-1623","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Breast Reconstruction"
"1522321657-840","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vagus Nerve Stimulator (Vagus Nerve Stimulation (VNS))"
"1522321830-1448","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Diaphragm, Birth Control (Barrier Methods of Birth Control)"
"1522321749-1224","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lumpectomy (Breast Biopsy)"
"1522321810-1347","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Fusion, Lumbar (Minimally Invasive Lumbar Spinal Fusion)"
"1522321830-1433","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dental Implants"
"1522321759-1228","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","K","https://www.medicinenet.com/procedures_and_tests/alpha_k.htm","Kegel Exercises for Men"
"1522321715-1048","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","PCV7 (Pneumococcal Vaccination)"
"1522321810-1334","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Fine Needle Aspiration Breast Biopsy (Breast Biopsy)"
"1522321715-1114","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","PTCA (Coronary Angioplasty)"
"1522321822-1382","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Endoscopy, Upper Gastrointestinal (Endoscopy)"
