web-scraper-order,web-scraper-start-url,firstLetters,firstLetters-href,testNames
"1522321845-1475","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Caring for Teeth With Braces or Retainers"
"1522321678-869","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tattoo Removal"
"1522321822-1400","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Erythropoietin"
"1522321749-1201","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Left Ventricular Assist Device (LVAD)"
"1522321830-1423","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Decalcification (Heart Valve Disease Treatment)"
"1522321699-1022","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","RDW (Complete Blood Count)"
"1522321845-1482","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cervical Cancer Screening Test (Pap Smear)"
"1522321642-820","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","X","https://www.medicinenet.com/procedures_and_tests/alpha_x.htm","X-Rays"
"1522321688-973","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Spinal Tap (Lumbar Puncture)"
"1522321767-1242","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","J","https://www.medicinenet.com/procedures_and_tests/alpha_j.htm","Joint Replacement of Knee (Total Knee Replacement)"
"1522321777-1268","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","IV Drug Infusion FAQs"
"1522321852-1587","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blepharospasm Treatment, Botox (Botox Treatment)"
"1522321845-1493","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Chest X-ray"
"1522321800-1317","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Gastric Bypass Surgery"
"1522321749-1222","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lumbar Puncture"
"1522321830-1431","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dental Care for Babies"
"1522321688-1004","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surgery, Sinus (Sinus Surgery)"
"1522321788-1275","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","HCV (PCR (Polymerase Chain Reaction))"
"1522321845-1560","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cystic Fibrosis Test (Sweat Chloride Test)"
"1522321715-1044","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Partial Hysterectomy (Hysterectomy)"
"1522321860-1681","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Artificial Kidney (Hemodialysis)"
"1522321830-1430","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dental Care (Teeth and Gum Care)"
"1522321860-1643","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Abstinence Method of Birth Control (Natural Methods of Birth Control)"
"1522321800-1325","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Good Cholesterol Test (Cholesterol Test)"
"1522321845-1473","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Care, Prenatal (Pregnancy: Prenatal Care and Tests)"
"1522321715-1039","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pap Test (Pap Smear)"
"1522321688-938","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Scan, Thyroid (Thyroid Scan)"
"1522321860-1648","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","AFP Blood Test (Alpha-fetoprotein Blood Test)"
"1522321822-1396","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Erectile Dysfunction, Testosterone (Testosterone Therapy to Treat ED)"
"1522321725-1132","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","Ovary Removal (Hysterectomy)"
"1522321667-849","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Ulcerative Colitis Surgery"
"1522321733-1137","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","N","https://www.medicinenet.com/procedures_and_tests/alpha_n.htm","NCV (Nerve Conduction Velocity Test)"
"1522321830-1457","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Drainage Bags for Incontinence (Urinary Incontinence Products for Men)"
"1522321852-1589","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blood Liver Enzymes (Liver Blood Tests)"
"1522321822-1397","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","ERG (Electroretinography)"
"1522321715-1055","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Penile Implants"
"1522321822-1405","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Esophagogastroduodenoscopy (Endoscopy)"
"1522321678-930","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tuberculosis Skin Test (PPD Skin Test)"
"1522321749-1190","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Laparoscopy"
"1522321788-1283","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Heart Valve Disease Treatment"
"1522321667-867","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Uterus Biopsy (Endometrial Biopsy)"
"1522321845-1535","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Coronary Artery Bypass (Coronary Artery Bypass Graft)"
"1522321749-1205","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lip Augmentation"
"1522321822-1417","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","External Catheters for Incontinence (Urinary Incontinence Products for Men)"
"1522321845-1508","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Circumcision The Surgical Procedure"
"1522321678-905","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tonometry"
"1522321657-833","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vaccinations (Immunizations)"
"1522321860-1658","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Amniotic Fluid (Amniocentesis)"
"1522321852-1562","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Back Surgery (Minimally Invasive Lumbar Spinal Fusion)"
"1522321699-1024","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Red Cell Distribution Width (Complete Blood Count)"
"1522321749-1187","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Laparoscopic Liver Biopsy (Liver Biopsy)"
"1522321715-1059","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Percutaneous Ethanol Injection of Liver"
"1522321845-1549","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cosmetic Surgery, Neck Lift (Neck Lift Cosmetic Surgery)"
"1522321852-1614","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Brachytherapy"
"1522321688-952","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sentinel Lymph Node Biopsy"
"1522321830-1435","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dental Sealants"
"1522321860-1678","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Arthrocentesis (Joint Aspiration)"
"1522321688-963","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Small Bowel Endoscopy (Balloon Endoscopy)"
"1522321852-1629","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Breath Test, Hydrogen (Hydrogen Breath Test)"
"1522321715-1082","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Polymerase Chain Reaction (PCR (Polymerase Chain Reaction))"
"1522321678-932","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tummy Tuck (Liposuction)"
"1522321830-1455","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Douche, Vaginal (Vaginal Douche (Douching))"
"1522321678-886","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tests During Third Trimester of Pregnancy (Third Trimester Tests During Pregnancy)"
"1522321845-1511","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Clinical Trials"
"1522321688-986","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Strabismus Treatment, Botox (Botox Treatment)"
"1522321822-1406","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Esophagoscopy (Endoscopy)"
"1522321715-1041","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Parathyroidectomy"
"1522321860-1649","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Alexander Technique for Childbirth (Childbirth Class Options)"
"1522321725-1134","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","Oximetry"
"1522321699-1029","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","RFA Therapy of Liver (Radiofrequency Ablation)"
"1522321845-1513","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CO2 (Electrolytes)"
"1522321715-1100","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","preoperative questions (Surgery Questions)"
"1522321667-859","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Urea Breath Test"
"1522321678-906","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tonsillectomy"
"1522321699-1020","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Rays-X (X-Rays)"
"1522321852-1619","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Breast Biopsy"
"1522321822-1388","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Epilepsy Surgery (Surgical Options for Epilepsy)"
"1522321715-1060","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Percutaneous Liver Biopsy (Liver Biopsy)"
"1522321822-1376","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Endometrial Biopsy"
"1522321788-1306","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hydrogen Breath Test"
"1522321688-981","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Stitches"
"1522321708-1035","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","Q","https://www.medicinenet.com/procedures_and_tests/alpha_q.htm","Quad Marker Screen Test"
"1522321810-1345","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Functional Hemispherectomy (Surgical Options for Epilepsy)"
"1522321699-1028","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","RF (Rheumatoid Factor)"
"1522321822-1421","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Eyelid Surgery (Blepharoplasty  (Eyelid Surgery))"
"1522321777-1258","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Injection, Trigger Point (Trigger Point Injection)"
"1522321699-1016","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Radiofrequency Ablation"
"1522321678-881","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Test, HPV (Cervista HPV Test)"
"1522321860-1639","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Ablation, Endometrial (Endometrial Ablation)"
"1522321822-1401","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Esophageal Manometry"
"1522321800-1316","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Gastric Banding Surgery (Lap Band Surgery (Gastric Banding))"
"1522321742-1148","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","M2 Antigen (Antimitochondrial Antibodies)"
"1522321742-1179","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Myogram (Electromyogram)"
"1522321845-1478","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cataract Surgery"
"1522321822-1404","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Esophageal pH Test (Esophageal pH Monitoring)"
"1522321800-1322","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","GERD Surgery (Fundoplication)"
"1522321852-1630","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Breath Test, Urea (Urea Breath Test)"
"1522321852-1566","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Balloon Endoscopy"
"1522321657-836","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vaginal Birth after C-Section (C-Section (Cesarean Birth))"
"1522321788-1281","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Heart Lead Extraction"
"1522321810-1341","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Fluorescent Antinuclear Antibody (Antinuclear Antibody)"
"1522321749-1219","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lower GI (Barium Enema)"
"1522321715-1057","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Percutaneous Coronary Intervention (Coronary Angioplasty)"
"1522321852-1599","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blood, Hemoglobin (Complete Blood Count)"
"1522321788-1271","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hair Removal"
"1522321822-1373","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","EMG (Electromyogram)"
"1522321715-1116","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pulse Oximetry (Oximetry)"
"1522321810-1346","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Fundoplication"
"1522321777-1246","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Ileoanal Reservoir (Bowel Diversion Surgery Ileostomy, Colostomy)"
"1522321852-1582","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Birth Control Patch (Hormonal Methods of Birth Control)"
"1522321777-1249","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Imaging Colonoscopy (Virtual Colonoscopy)"
"1522321657-837","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vaginal Douche (Douching)"
"1522321688-995","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Supracervical Hysterectomy (Hysterectomy)"
"1522321845-1540","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cortisone Shot (Cortisone Injection)"
"1522321788-1299","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Homocystinuria (Homocysteine)"
"1522321845-1507","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Circumcision The Medical Pros and Cons"
"1522321688-968","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Somnoplasty"
"1522321822-1354","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Echogram (Ultrasound)"
"1522321777-1251","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Immunizations"
"1522321822-1391","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Epilepsy Test (EEG - Electroencephalogram)"
"1522321688-997","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surface Electromyogram (Electromyogram)"
"1522321678-924","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Transvenous Liver Biopsy (Liver Biopsy)"
"1522321678-891","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","The Pill (Hormonal Methods of Birth Control)"
"1522321845-1502","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cholesterol Test"
"1522321688-1001","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surgery, Bowel Resection (Bowel Diversion Surgery Ileostomy, Colostomy)"
"1522321749-1220","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","LP (Lumbar Puncture)"
"1522321830-1427","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dental (Fillings)"
"1522321845-1496","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Childhood Vaccination Schedule"
"1522321822-1393","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Episiotomy"
"1522321845-1488","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cheek Implant (Chin, Cheek, and Jaw Implants)"
"1522321845-1558","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CT, Ultrafast (Electron Beam Computerized Tomography)"
"1522321852-1615","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Bradley Method for Childbirth (Childbirth Class Options)"
"1522321715-1045","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Patched Leaflets (Heart Valve Disease Treatment)"
"1522321678-897","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Thyroid Peroxidase Test"
"1522321822-1372","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","ELISA Tests"
"1522321649-826","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","W","https://www.medicinenet.com/procedures_and_tests/alpha_w.htm","Withdrawal Method of Birth Control (Natural Methods of Birth Control)"
"1522321688-962","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Skin, Laser Resurfacing (Laser Resurfacing)"
"1522321845-1542","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cosmetic Surgery - Lipoplasty (Lipoplasty (Ultrasonic Assisted))"
"1522321830-1452","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dobutamine (Exercise Stress Test)"
"1522321678-887","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tests for Diabetes (Urine Tests for Diabetes)"
"1522321678-880","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Test, Homocysteine (Homocysteine)"
"1522321845-1477","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","CAT Scan"
"1522321749-1184","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lactose Tolerance Test for Infants (Stool Acidity Test)"
"1522321715-1105","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Products for Incontinence in Men (Urinary Incontinence Products for Men)"
"1522321742-1157","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","MCV (Complete Blood Count)"
"1522321830-1458","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Drug Infusion (IV Drug Infusion FAQs)"
"1522321759-1231","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","K","https://www.medicinenet.com/procedures_and_tests/alpha_k.htm","Keratectomy, Photorefractive (Photorefractive Keratectomy)"
"1522321678-870","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Teeth and Gum Care"
"1522321830-1425","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Defibrillator (Implantable Cardiac Defibrillator)"
"1522321822-1414","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Excision Breast Biopsy (Breast Biopsy)"
"1522321845-1546","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cosmetic Surgery, Dermabrasion (Dermabrasion)"
"1522321699-1025","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Research Trials (Clinical Trials)"
"1522321830-1451","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Diversion Surgery, Bowel (Bowel Diversion Surgery Ileostomy, Colostomy)"
"1522321822-1416","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Exercise Stress Test"
